application_id,applicant_gender,applicant_age,annual_income_aud,income_consistency,occupation_class,employment_sector,residence_area,requested_amount_aud,existing_repayments_aud,expense_flag_a,expense_flag_b,dependants_count,credit_rating,prior_default_count,card_status,property_ref,property_age_years,property_category,property_area,has_co_applicant,property_value_aud,marketing_channel,branch_id,application_date,monthly_income_aud,risk_review_flag,enquiry_count_12m,sanctioned_amount_aud
LN-003103,male,22,,variable,salaried,facilities,outer_metro,94359.52,,no,yes,2.0,747.97,0,none_held,693,,cat_a,outer_metro,1,137565.97,broker,BR172,18/03/2024,,1,0,61333.69
LN-003105,male,18,6545.65,variable,salaried,,outer_metro,95979.15,741.61,no,yes,2.0,782.13,0,dormant,928,6545.65,cat_d,regional,1,108522.43,broker,BR113,02/12/2024,546.41,1,1,76783.31
LN-003107,female,37,4093.53,variable,salaried,finance,regional,67427.88,332.66,no,no,3.0,626.37,0,dormant,505,,cat_a,outer_metro,1,78582.07,broker,BR082,02/11/2023,352.92,1,4,0.0
LN-003109,female,58,1573.34,variable,public_sector,technical,outer_metro,109112.47,644.54,no,no,,620.76,0,none_held,670,,cat_c,inner_metro,0,187197.13,referral,BR111,25/10/2024,125.3,1,6,0.0
LN-003110,female,18,2083.39,variable,commercial_partner,labouring,outer_metro,68367.46,478.19,no,yes,3.0,780.57,0,current,990,,cat_b,outer_metro,1,,branch_walkin,BR064,05/09/2024,182.37,1,4,47857.23
LN-003111,male,23,3418.26,variable,salaried,labouring,outer_metro,185781.5,771.14,yes,no,3.0,636.68,0,none_held,470,3418.26,cat_c,regional,1,235167.05,online,BR146,21/07/2023,270.28,0,2,0.0
LN-003114,male,60,3777.12,variable,salaried,management,outer_metro,176663.96,950.35,no,no,2.0,684.27,1,current,526,3777.12,cat_d,regional,1,329208.08,referral,BR140,07/09/2023,313.76,1,0,114831.58
LN-003115,male,18,4338.03,variable,commercial_partner,labouring,outer_metro,129110.21,719.56,yes,yes,3.0,,0,none_held,852,4338.03,cat_a,,1,159680.77,online,BR172,15/04/2023,367.08,1,2,96832.65
LN-003116,male,18,,variable,salaried,,outer_metro,234079.19,806.84,no,yes,2.0,,0,none_held,7,2901.83,cat_a,regional,0,315094.6,branch_walkin,BR153,07/10/2023,235.57,1,7,0.0
LN-003118,female,60,5233.54,variable,commercial_partner,finance,regional,67670.58,337.26,no,no,2.0,736.18,0,none_held,901,5233.54,cat_a,inner_metro,1,100596.32,broker,BR131,30/08/2024,419.83,1,0,0.0
LN-003119,male,18,5486.88,variable,commercial_partner,security,inner_metro,353637.72,1036.78,no,no,3.0,637.04,0,current,907,,cat_a,regional,1,614828.75,outbound_call,BR007,28/06/2024,464.56,1,2,0.0
LN-003120,male,58,1535.28,variable,salaried,administration,outer_metro,36074.61,248.5,no,no,4.0,773.9,0,none_held,71,1535.28,cat_c,inner_metro,1,,broker,BR174,14/01/2024,129.1,0,3,28859.68
LN-003122,female,18,,variable,salaried,food_beverage,outer_metro,64985.84,329.16,no,yes,,705.84,0,dormant,752,,cat_c,outer_metro,1,98943.3,online,BR115,23/04/2024,,0,4,45490.08
LN-003124,male,18,2406.64,variable,salaried,,outer_metro,146729.25,445.72,no,no,2.0,737.99,0,none_held,388,2406.64,cat_c,regional,1,,branch_walkin,BR019,12/03/2024,208.29,0,0,102710.47
LN-003125,female,31,,variable,salaried,management,outer_metro,233996.93,919.82,yes,yes,2.0,814.21,0,none_held,262,,cat_d,inner_metro,1,334140.37,online,BR029,14/10/2024,,0,5,163797.85
LN-003127,male,33,2414.54,variable,commercial_partner,labouring,outer_metro,95089.15,286.46,yes,yes,2.0,635.11,1,dormant,769,,cat_b,inner_metro,0,121607.31,broker,BR103,11/12/2024,202.83,1,1,0.0
LN-003128,male,61,,variable,public_sector,retail,outer_metro,293157.24,933.41,no,yes,2.0,664.99,0,none_held,454,,cat_c,regional,1,361880.44,branch_walkin,BR116,10/10/2024,,1,11,190552.21
LN-003129,male,20,5236.21,variable,salaried,administration,outer_metro,107159.96,578.55,no,no,3.0,688.55,0,current,431,,cat_d,outer_metro,1,190251.39,outbound_call,BR118,05/12/2024,408.01,0,10,0.0
LN-003132,female,20,4185.36,variable,public_sector,healthcare,outer_metro,104864.16,385.07,no,no,4.0,695.99,0,current,512,,cat_b,outer_metro,1,152082.59,branch_walkin,BR093,09/04/2024,359.39,1,7,73404.92
LN-003133,female,18,3600.45,,salaried,finance,outer_metro,403341.09,-999.0,no,no,1.0,,0,unknown,827,3600.45,cat_c,inner_metro,1,569359.73,referral,BR112,29/05/2024,303.37,1,11,302505.81
LN-003134,female,36,,variable,salaried,retail,outer_metro,102757.19,287.12,no,yes,1.0,790.66,0,none_held,461,,cat_d,regional,1,135165.47,branch_walkin,BR074,04/05/2023,415.92,0,7,77067.89
LN-003135,female,47,,variable,salaried,management,outer_metro,194340.6,,no,no,3.0,680.79,0,current,37,,cat_b,outer_metro,1,296009.31,branch_walkin,BR046,07/09/2023,,1,6,136038.42
LN-003136,female,63,,variable,salaried,labouring,inner_metro,105592.48,804.92,no,yes,3.0,737.68,0,current,129,,cat_d,outer_metro,1,139255.74,broker,BR175,02/04/2024,,1,5,73914.74
LN-003137,female,26,,variable,salaried,labouring,outer_metro,165254.86,672.08,no,no,3.0,676.34,0,none_held,355,3031.51,cat_a,outer_metro,1,225913.48,referral,BR103,20/06/2023,,0,4,107415.67
LN-003140,female,18,3433.7,variable,commercial_partner,labouring,regional,241753.48,1341.17,yes,yes,3.0,,0,current,562,3433.7,cat_c,outer_metro,1,339453.5,online,BR033,07/06/2023,295.94,0,7,181315.11
LN-003141,male,61,3047.41,variable,commercial_partner,retail,outer_metro,54329.31,319.58,yes,no,4.0,686.44,0,current,328,3047.41,cat_d,inner_metro,1,97250.7,branch_walkin,BR164,09/10/2023,260.07,0,7,0.0
LN-003142,male,33,9952.8,variable,commercial_partner,,outer_metro,57130.18,603.12,no,yes,2.0,824.09,0,none_held,89,9952.8,cat_d,outer_metro,1,90752.48,online,BR147,17/12/2023,867.08,1,11,42847.64
LN-003145,male,39,,variable,salaried,labouring,outer_metro,204230.31,560.26,yes,no,4.0,668.51,0,dormant,744,4258.72,cat_d,outer_metro,1,245021.49,referral,BR093,31/10/2024,346.14,0,2,132749.7
LN-003147,female,34,3191.71,variable,commercial_partner,,inner_metro,48251.0,244.59,yes,yes,2.0,,0,dormant,246,3191.71,cat_c,outer_metro,1,67787.42,referral,BR161,27/10/2024,260.37,0,0,33775.71
LN-003148,male,28,2026.27,variable,salaried,retail,outer_metro,38855.73,327.41,no,no,4.0,757.93,1,none_held,93,2026.27,cat_b,outer_metro,1,64522.36,online,BR116,20/01/2023,168.03,0,1,29141.8
LN-003151,female,18,4720.91,variable,public_sector,administration,outer_metro,49234.32,234.34,yes,yes,2.0,784.63,0,current,797,4720.91,cat_b,outer_metro,0,81869.31,outbound_call,BR154,15/01/2024,390.28,0,11,0.0
LN-003152,male,18,,variable,commercial_partner,,outer_metro,70585.34,484.41,no,yes,2.0,778.58,0,dormant,544,2351.23,cat_a,outer_metro,1,119558.07,online,BR056,26/02/2024,,0,2,56468.27
LN-003153,male,65,1185.63,steady,retiree,,outer_metro,34925.51,167.66,no,yes,1.0,,0,none_held,593,1185.63,cat_d,outer_metro,0,58658.87,broker,BR111,11/02/2024,97.68,0,2,0.0
LN-003154,male,18,,variable,commercial_partner,labouring,outer_metro,67700.67,513.39,no,yes,,711.51,0,current,316,,cat_b,regional,1,75848.58,broker,BR102,23/03/2023,,0,1,47390.46
LN-003155,male,63,3186.49,steady,retiree,,outer_metro,68522.54,278.3,no,yes,1.0,864.76,0,dormant,685,3186.49,cat_c,inner_metro,1,98325.49,broker,BR085,19/12/2023,255.66,1,0,47965.77
LN-003157,female,56,3089.12,variable,salaried,administration,outer_metro,152466.01,800.67,no,no,3.0,,0,current,118,3089.12,cat_c,outer_metro,1,238562.56,broker,BR172,13/02/2024,256.26,0,9,114349.51
LN-003158,female,27,4918.24,variable,commercial_partner,healthcare,inner_metro,144013.32,817.89,yes,yes,5.0,,0,current,44,4918.24,cat_a,inner_metro,1,166096.81,branch_walkin,BR134,14/06/2024,387.68,0,4,108010.0
LN-003159,male,63,9292.68,variable,salaried,,outer_metro,78377.78,577.13,yes,yes,4.0,744.83,0,dormant,616,9292.68,cat_a,outer_metro,1,126090.8,online,BR046,19/02/2023,769.48,0,2,50945.56
LN-003160,male,18,,variable,commercial_partner,management,outer_metro,40168.45,190.54,no,yes,3.0,,0,current,340,,cat_d,,1,55559.63,online,BR155,19/09/2024,,0,2,26109.49
LN-003163,female,60,1971.79,steady,retiree,,regional,96922.1,484.59,no,yes,2.0,822.84,0,current,348,1971.79,cat_d,inner_metro,0,175701.72,outbound_call,BR109,02/09/2023,169.06,1,4,0.0
LN-003165,male,56,,variable,salaried,management,outer_metro,296893.87,840.18,yes,yes,1.0,850.31,1,none_held,358,,cat_c,inner_metro,1,355039.25,broker,BR103,20/09/2023,,1,6,222670.4
LN-003168,female,65,3774.08,steady,retiree,,outer_metro,154923.77,637.9,no,yes,1.0,,0,none_held,925,3774.08,cat_b,inner_metro,0,230685.35,branch_walkin,BR162,07/08/2024,309.48,0,4,123939.02
LN-003170,male,22,1556.12,variable,public_sector,administration,regional,88402.13,408.27,no,no,2.0,783.78,1,none_held,529,1556.12,cat_d,inner_metro,1,161321.02,branch_walkin,BR194,30/10/2023,129.45,0,5,70721.7
LN-003171,male,33,7565.1,variable,public_sector,,inner_metro,447605.53,,yes,yes,2.0,787.47,0,unknown,689,7565.1,cat_c,regional,1,781965.24,broker,BR099,23/05/2024,605.85,0,1,335704.15
LN-003172,female,18,,variable,salaried,food_beverage,outer_metro,62601.21,404.6,no,no,2.0,708.35,0,none_held,664,,cat_d,outer_metro,1,85213.92,referral,BR064,18/09/2023,,1,4,43820.86
LN-003173,female,18,4964.9,variable,commercial_partner,management,outer_metro,64961.62,301.85,yes,no,3.0,821.45,0,none_held,776,4964.9,cat_b,regional,1,101157.65,broker,BR025,24/03/2023,421.33,1,3,48721.21
LN-003175,male,64,,steady,retiree,,outer_metro,76883.39,341.73,no,yes,1.0,856.43,0,current,509,,cat_b,regional,0,129747.91,branch_walkin,BR012,23/02/2024,,1,1,53818.37
LN-003176,female,48,2142.22,variable,public_sector,administration,outer_metro,53655.44,464.74,no,yes,4.0,813.78,0,dormant,942,2142.22,cat_a,regional,1,84537.85,broker,BR148,26/05/2023,170.85,1,0,42924.35
LN-003180,,65,5962.14,steady,retiree,,outer_metro,72249.2,471.65,no,yes,1.0,773.6,0,dormant,224,5962.14,cat_c,outer_metro,1,112969.98,branch_walkin,BR147,06/12/2023,500.37,1,4,50574.44
LN-003181,male,49,4404.73,variable,commercial_partner,labouring,inner_metro,58215.12,316.14,yes,no,3.0,629.96,0,none_held,218,4404.73,cat_b,inner_metro,1,80058.18,online,BR124,28/12/2024,369.53,0,1,0.0
LN-003182,female,41,4086.37,variable,salaried,labouring,outer_metro,171058.33,512.97,no,yes,,,0,current,878,4086.37,cat_c,inner_metro,1,279133.94,branch_walkin,BR111,31/08/2024,353.57,0,3,119740.83
LN-003183,male,47,,,salaried,labouring,regional,77858.5,,no,no,1.0,742.34,1,dormant,21,,cat_c,inner_metro,1,108114.86,branch_walkin,BR123,20/07/2023,,0,0,50608.03
LN-003184,female,26,1886.95,variable,public_sector,administration,outer_metro,36186.52,238.84,no,no,3.0,603.61,1,none_held,52,,cat_b,regional,0,61607.37,broker,BR012,16/12/2024,154.73,0,3,0.0
LN-003185,male,18,4917.16,variable,commercial_partner,finance,inner_metro,62366.28,307.69,no,no,2.0,843.23,0,unknown,458,4917.16,cat_a,inner_metro,1,92856.11,online,BR181,05/07/2023,428.67,0,4,46774.71
LN-003186,female,61,4268.45,variable,salaried,transport,regional,347820.08,1313.42,yes,yes,2.0,668.53,1,current,405,4268.45,cat_d,,1,519996.32,online,BR199,29/03/2024,364.89,0,1,243474.05
LN-003187,female,39,2633.36,variable,salaried,administration,outer_metro,81960.92,431.27,yes,yes,2.0,836.0,0,current,493,2633.36,cat_c,regional,1,126335.34,online,BR009,30/08/2023,226.86,0,1,65568.74
LN-003188,female,18,,variable,salaried,labouring,outer_metro,103857.33,464.05,no,no,,644.95,0,none_held,464,,cat_c,inner_metro,1,122481.59,branch_walkin,BR100,28/02/2023,,0,1,0.0
LN-003192,female,57,4775.47,variable,salaried,retail,outer_metro,200501.68,1029.4,no,yes,2.0,702.5,0,current,620,4775.47,cat_d,regional,1,270500.98,broker,BR060,29/05/2023,408.38,0,1,130326.09
LN-003193,female,55,3011.91,variable,commercial_partner,,regional,74824.7,382.43,yes,no,3.0,682.5,0,dormant,665,,cat_b,inner_metro,1,126327.0,online,BR042,25/11/2024,,1,1,48636.06
LN-003194,female,24,,variable,commercial_partner,,regional,56767.25,289.45,yes,yes,2.0,,0,none_held,477,,cat_b,regional,1,91622.17,outbound_call,BR080,19/05/2023,,0,5,45413.79
LN-003195,female,48,,variable,salaried,labouring,outer_metro,111053.89,1035.29,no,no,4.0,780.4,0,current,514,2663.68,cat_d,outer_metro,1,194147.03,branch_walkin,BR112,08/12/2024,,1,11,88843.12
LN-003196,male,33,7304.19,variable,commercial_partner,labouring,inner_metro,134783.97,474.05,no,no,2.0,,0,current,297,,cat_b,outer_metro,1,249895.93,branch_walkin,BR002,17/01/2023,610.26,0,9,101087.98
LN-003199,male,23,4923.09,variable,commercial_partner,finance,outer_metro,69522.3,453.03,no,no,1.0,645.02,0,unknown,992,,cat_c,inner_metro,1,86931.7,broker,BR198,09/10/2024,411.98,1,11,0.0
LN-003200,female,40,10008.54,variable,commercial_partner,management,outer_metro,105884.82,665.55,yes,no,4.0,689.56,0,none_held,784,10008.54,cat_b,outer_metro,1,132296.22,online,BR034,01/02/2023,822.63,0,4,74119.37
LN-003204,male,34,5763.18,variable,salaried,technical,outer_metro,214021.46,,yes,no,1.0,798.56,0,none_held,510,5763.18,cat_c,outer_metro,1,312792.08,outbound_call,BR091,21/01/2024,494.09,0,3,149815.02
LN-003205,male,23,1898.15,variable,salaried,retail,outer_metro,22210.62,275.02,no,yes,2.0,757.37,0,dormant,811,,cat_c,regional,1,27290.73,broker,BR179,30/01/2024,149.77,1,5,16657.96
LN-003206,male,55,5454.73,variable,commercial_partner,,inner_metro,98028.15,471.51,yes,yes,5.0,,0,dormant,286,5454.73,cat_b,inner_metro,1,164355.43,branch_walkin,BR173,22/11/2023,486.09,0,4,73521.12
LN-003210,female,42,,variable,salaried,administration,outer_metro,30320.84,141.38,no,no,2.0,,0,dormant,259,,cat_d,inner_metro,1,51459.18,online,BR112,20/02/2024,,0,3,21224.58
LN-003211,female,27,4908.23,variable,commercial_partner,administration,outer_metro,101397.11,728.87,no,no,1.0,750.42,0,none_held,509,4908.23,cat_b,regional,1,164610.05,online,BR196,13/11/2024,395.64,1,10,70977.97
LN-003213,female,32,5335.15,variable,salaried,administration,outer_metro,193312.81,586.29,no,no,2.0,817.74,1,dormant,866,,cat_b,inner_metro,1,250611.04,online,BR108,04/02/2023,448.75,1,3,144984.61
LN-003214,male,36,3744.34,variable,salaried,retail,outer_metro,115451.91,586.88,yes,yes,4.0,699.22,1,dormant,114,,cat_c,inner_metro,1,,branch_walkin,BR093,02/09/2024,299.82,1,3,80816.33
LN-003215,male,18,6213.95,variable,commercial_partner,management,inner_metro,212539.66,605.06,no,no,4.0,723.03,0,current,659,6213.95,cat_b,inner_metro,1,296469.06,online,BR013,28/09/2024,,0,5,138150.77
LN-003218,male,34,1835.12,variable,salaried,retail,outer_metro,32328.92,152.99,no,yes,2.0,786.22,0,unknown,483,1835.12,cat_a,regional,1,52045.37,branch_walkin,BR118,15/03/2024,167.25,0,2,22630.25
LN-003219,female,47,,variable,salaried,labouring,outer_metro,202709.67,904.56,no,yes,2.0,647.56,0,current,878,4928.91,cat_c,inner_metro,1,335945.92,broker,BR114,18/09/2023,,0,6,0.0
LN-003220,female,57,,variable,salaried,technical,outer_metro,107906.06,751.72,yes,no,3.0,694.74,0,none_held,104,,cat_d,inner_metro,1,120885.43,online,BR056,24/06/2023,,1,4,75534.24
LN-003221,male,18,1697.31,variable,salaried,retail,outer_metro,43292.88,284.72,no,yes,2.0,708.87,0,current,792,,cat_d,regional,1,70348.3,online,BR069,05/08/2024,139.01,1,4,30305.01
LN-003222,female,63,2604.4,variable,public_sector,administration,regional,72683.89,361.26,no,yes,3.0,,1,none_held,213,2604.4,cat_d,inner_metro,1,137060.89,online,BR017,06/03/2023,223.01,0,2,0.0
LN-003223,male,18,,variable,commercial_partner,,outer_metro,133468.18,347.8,no,no,4.0,583.42,0,none_held,401,,cat_a,inner_metro,0,230948.09,online,BR003,17/01/2024,,1,3,0.0
LN-003225,male,33,2122.66,variable,commercial_partner,labouring,outer_metro,69065.83,293.51,no,no,1.0,682.62,1,none_held,896,2122.66,cat_b,regional,1,100205.83,online,BR074,07/12/2023,180.09,0,0,0.0
LN-003226,female,45,5270.62,variable,public_sector,administration,outer_metro,109907.37,,yes,yes,2.0,733.92,0,current,231,5270.62,cat_b,regional,1,,online,BR032,19/01/2024,458.11,1,1,71439.79
LN-003229,female,19,7006.2,variable,salaried,transport,outer_metro,216004.73,1307.41,yes,yes,2.0,678.96,0,dormant,188,7006.2,cat_c,outer_metro,1,255732.52,broker,BR146,17/06/2024,600.84,1,2,151203.31
LN-003231,female,41,7531.56,variable,commercial_partner,administration,inner_metro,117585.7,600.75,yes,no,2.0,861.08,0,unknown,669,,cat_d,regional,1,192906.44,broker,BR116,20/09/2024,641.58,1,4,94068.55
LN-003232,female,18,2978.64,variable,salaried,,regional,292951.57,800.82,yes,yes,3.0,661.5,0,none_held,230,2978.64,cat_a,regional,1,360244.88,branch_walkin,BR152,09/08/2023,252.98,1,19,190418.52
LN-003234,male,30,4761.62,variable,commercial_partner,,outer_metro,200974.74,1098.55,no,yes,2.0,665.0,1,current,886,,cat_d,outer_metro,1,360514.34,online,BR074,06/01/2024,404.87,1,7,130633.58
LN-003235,male,18,3128.72,variable,salaried,labouring,outer_metro,57298.83,347.45,yes,yes,4.0,755.71,0,current,644,3128.72,cat_c,outer_metro,1,87234.78,referral,BR179,17/05/2024,253.88,1,2,45839.06
LN-003236,male,33,3516.84,variable,salaried,,inner_metro,93684.0,892.06,no,yes,2.0,811.05,0,current,463,3516.84,cat_a,inner_metro,1,143205.83,branch_walkin,BR062,06/01/2024,303.71,0,3,65578.8
LN-003237,female,54,3113.52,variable,public_sector,,outer_metro,81438.53,347.06,no,yes,4.0,657.32,0,none_held,669,3113.52,cat_d,regional,1,106133.91,broker,BR009,20/12/2023,258.86,1,1,57006.97
LN-003238,male,61,,variable,salaried,labouring,outer_metro,76940.2,362.62,no,yes,1.0,,0,dormant,755,3120.63,cat_c,outer_metro,1,,online,BR076,22/04/2023,,0,3,53858.14
LN-003239,male,54,4294.8,variable,salaried,technical,outer_metro,116853.07,600.08,no,yes,3.0,629.35,0,none_held,814,4294.8,cat_b,regional,1,202182.98,online,BR110,14/09/2023,366.17,0,3,0.0
LN-003240,male,64,3970.79,variable,commercial_partner,management,inner_metro,210113.5,665.07,no,no,4.0,844.52,0,current,382,,cat_a,inner_metro,1,281766.08,referral,BR082,15/06/2023,316.98,0,2,168090.8
LN-003241,female,59,2524.31,variable,salaried,administration,regional,112613.96,665.83,yes,yes,3.0,703.53,0,dormant,639,2524.31,cat_d,inner_metro,1,170746.17,online,BR142,24/12/2024,205.39,1,5,73199.08
LN-003242,female,28,,variable,salaried,transport,outer_metro,191870.36,866.11,yes,yes,4.0,,1,none_held,698,,cat_d,inner_metro,1,229295.93,branch_walkin,BR100,07/07/2024,253.36,0,3,134309.25
LN-003244,female,29,,variable,commercial_partner,administration,outer_metro,93052.54,626.87,no,no,2.0,719.26,0,unknown,152,,cat_c,outer_metro,1,127524.89,branch_walkin,BR113,30/01/2023,,0,1,60484.16
LN-003245,female,34,4704.44,variable,commercial_partner,,inner_metro,188320.74,580.97,no,no,1.0,786.98,1,none_held,599,4704.44,cat_a,regional,1,,online,BR104,06/12/2023,418.55,1,2,141240.56
LN-003246,male,18,8726.86,variable,salaried,finance,outer_metro,535231.0,1504.0,no,no,2.0,778.79,1,unknown,17,8726.86,cat_c,outer_metro,1,911326.76,branch_walkin,BR100,20/07/2024,771.21,0,6,0.0
LN-003247,female,38,3436.72,variable,commercial_partner,transport,regional,210187.36,1223.77,no,yes,3.0,660.25,0,current,660,3436.72,cat_d,outer_metro,1,235782.17,branch_walkin,BR006,21/12/2023,297.96,0,1,136621.79
LN-003249,female,43,4388.55,variable,commercial_partner,management,outer_metro,85366.84,521.23,no,no,1.0,805.62,0,none_held,263,,cat_b,outer_metro,1,150759.94,outbound_call,BR112,01/12/2024,363.06,0,5,0.0
LN-003250,male,63,,steady,retiree,,outer_metro,77674.44,420.62,no,no,,,1,current,855,,cat_d,regional,1,,referral,BR177,11/08/2023,,0,9,62139.55
LN-003251,female,58,2023.62,variable,salaried,,regional,52313.83,345.2,no,yes,2.0,655.81,0,none_held,790,2023.62,cat_c,regional,1,72445.23,online,BR085,04/01/2023,170.27,0,4,34003.99
LN-003252,female,37,3333.77,variable,salaried,security,outer_metro,86961.93,,no,no,1.0,728.1,1,dormant,857,3333.77,cat_c,inner_metro,1,112273.01,online,BR118,14/04/2024,,1,1,60873.35
LN-003253,male,65,8852.44,steady,retiree,,inner_metro,589307.47,1629.19,no,yes,2.0,885.65,1,dormant,490,8852.44,cat_d,regional,1,721400.02,online,BR073,14/04/2023,777.18,1,2,412515.23
LN-003254,female,54,,,commercial_partner,retail,outer_metro,35909.14,190.05,no,yes,,846.96,0,none_held,179,,cat_a,regional,1,52983.15,online,BR148,16/09/2023,,0,5,26931.85
LN-003256,female,24,4335.18,variable,public_sector,,regional,101035.51,547.18,no,yes,2.0,651.12,0,dormant,132,,cat_a,outer_metro,1,159393.23,outbound_call,BR092,22/09/2024,355.36,1,1,70724.86
LN-003257,male,59,2362.32,variable,salaried,technical,regional,38547.54,199.41,no,no,3.0,,0,current,401,2362.32,cat_a,inner_metro,1,64788.62,branch_walkin,BR193,01/08/2024,203.0,0,3,26983.28
LN-003259,female,59,4643.83,,commercial_partner,labouring,inner_metro,349141.42,,no,no,2.0,,0,current,324,4643.83,cat_a,regional,1,,referral,BR161,02/06/2023,378.17,1,2,244398.99
LN-003261,female,47,2524.7,variable,salaried,transport,outer_metro,49422.6,232.87,yes,no,2.0,800.42,0,dormant,135,,cat_a,outer_metro,1,78029.56,branch_walkin,BR041,17/12/2023,209.53,0,9,39538.08
LN-003263,female,18,7219.37,variable,public_sector,administration,outer_metro,97312.94,384.6,no,yes,1.0,,1,none_held,227,7219.37,cat_a,outer_metro,1,146856.49,broker,BR149,10/10/2023,621.2,0,6,77850.35
LN-003264,male,37,4720.77,variable,commercial_partner,,outer_metro,246491.87,669.54,no,yes,3.0,725.5,0,none_held,846,4720.77,cat_a,regional,0,321331.35,branch_walkin,BR052,15/01/2024,386.2,1,4,0.0
LN-003266,female,44,2599.75,variable,salaried,labouring,regional,55210.97,311.78,no,no,1.0,690.23,1,dormant,13,2599.75,cat_a,outer_metro,1,93161.26,broker,BR190,02/10/2024,210.31,1,3,35887.13
LN-003268,female,18,,variable,salaried,,outer_metro,145507.85,,no,yes,1.0,813.46,0,current,300,5523.22,cat_d,inner_metro,1,,online,BR105,20/10/2024,,0,2,0.0
LN-003269,female,61,2617.69,variable,commercial_partner,,outer_metro,293766.68,1010.29,yes,no,3.0,848.19,0,none_held,922,2617.69,cat_b,outer_metro,1,487847.43,broker,BR113,15/06/2023,220.85,0,6,220325.01
LN-003271,male,23,3175.36,variable,salaried,finance,outer_metro,42757.4,378.62,no,yes,1.0,645.59,0,none_held,111,3175.36,cat_c,inner_metro,1,,broker,BR100,15/11/2023,272.04,0,1,0.0
LN-003273,female,36,2156.72,variable,salaried,labouring,outer_metro,94964.21,477.93,no,yes,3.0,757.7,0,none_held,373,2156.72,cat_a,outer_metro,1,151772.33,outbound_call,BR074,24/02/2023,170.61,0,0,66474.94
LN-003274,male,59,5347.66,variable,salaried,labouring,outer_metro,217059.61,852.62,yes,yes,3.0,715.34,0,none_held,249,,cat_b,inner_metro,1,241798.33,referral,BR060,09/08/2023,441.11,1,6,151941.73
LN-003276,female,18,4821.23,variable,commercial_partner,transport,inner_metro,328712.0,1254.18,yes,yes,2.0,,1,dormant,859,4821.23,cat_c,regional,1,532015.54,outbound_call,BR125,05/11/2024,414.13,0,5,213662.8
LN-003278,male,28,1931.27,variable,salaried,retail,outer_metro,169694.06,560.65,yes,yes,2.0,732.16,0,dormant,945,1931.27,cat_d,regional,1,223371.52,branch_walkin,BR103,22/11/2023,160.23,0,1,110301.15
LN-003279,male,47,2742.15,variable,salaried,labouring,regional,18757.94,132.79,yes,no,2.0,774.19,0,current,8,2742.15,cat_d,regional,1,34616.97,branch_walkin,BR011,05/09/2023,231.4,0,2,15006.36
LN-003282,female,18,3779.41,variable,salaried,facilities,outer_metro,55394.26,645.45,no,yes,2.0,820.28,1,current,236,3779.41,cat_d,regional,1,92966.98,broker,BR147,08/04/2024,325.12,1,2,41545.69
LN-003284,male,65,3335.14,steady,retiree,,outer_metro,120513.85,553.92,no,yes,2.0,853.18,0,dormant,924,,cat_d,regional,1,171738.02,online,BR084,09/11/2023,289.23,1,2,84359.7
LN-003285,male,30,2016.12,variable,salaried,administration,outer_metro,174249.82,662.3,yes,no,2.0,682.61,0,none_held,880,2016.12,cat_d,outer_metro,1,315991.14,online,BR146,24/01/2023,176.33,0,1,121974.88
LN-003286,male,53,,variable,commercial_partner,transport,outer_metro,181375.5,780.02,yes,yes,4.0,744.11,1,current,861,5303.29,cat_d,regional,1,255880.98,outbound_call,BR168,04/02/2024,,0,0,117894.07
LN-003287,female,20,4609.72,,salaried,security,outer_metro,119938.63,329.22,yes,no,2.0,795.13,0,dormant,935,4609.72,cat_c,regional,1,166635.76,outbound_call,BR180,16/12/2024,404.35,1,3,83957.04
LN-003288,female,61,,variable,salaried,labouring,regional,52963.47,253.74,no,no,1.0,783.08,0,none_held,429,4336.81,cat_a,outer_metro,1,60513.98,online,BR044,28/06/2024,,0,3,37074.43
LN-003289,female,28,2724.44,variable,commercial_partner,management,outer_metro,60617.6,296.34,no,yes,,719.29,0,unknown,726,,cat_c,inner_metro,1,95476.28,branch_walkin,BR167,30/08/2023,221.76,1,5,39401.43
LN-003292,male,56,8746.11,,commercial_partner,,outer_metro,106257.79,1060.98,no,no,2.0,748.18,1,current,117,8746.11,cat_c,outer_metro,1,171145.64,branch_walkin,BR021,26/02/2023,682.44,0,2,74380.45
LN-003295,female,61,1574.64,steady,retiree,,outer_metro,128640.3,658.15,yes,no,2.0,,0,dormant,783,1574.64,cat_b,outer_metro,0,227137.68,broker,BR140,16/05/2024,137.88,1,2,90048.21
LN-003296,male,63,,variable,salaried,transport,outer_metro,105054.94,574.9,yes,yes,2.0,666.05,0,none_held,300,2510.05,cat_d,inner_metro,1,187962.35,online,BR017,11/09/2024,218.09,1,4,68285.72
LN-003298,male,18,3244.27,variable,salaried,,outer_metro,120731.45,456.1,no,yes,1.0,828.48,1,current,953,3244.27,cat_c,outer_metro,-999,-999.0,online,BR108,05/09/2024,268.96,0,3,90548.58
LN-003299,female,62,1962.7,variable,salaried,retail,outer_metro,54709.53,444.28,no,yes,1.0,655.11,0,current,791,1962.7,cat_a,regional,0,100807.68,referral,BR174,01/10/2024,149.58,1,1,0.0
LN-003300,male,61,,steady,retiree,,inner_metro,157218.58,1174.31,no,yes,2.0,,0,dormant,750,,cat_b,inner_metro,0,237808.95,broker,BR145,26/07/2024,,0,2,117913.92
